247,Rivals
School:  Auburn Year:  2012 Name:  JaViere Mitchell Position:  OLB City:  Leeds State:  AL Height:  74 Weight:  210 Stars:  3,School:  Connecticut Year:  2012 Name:  Zach Rugg Position:  OL City:  Johnstown State:  PA Height:  77 Weight:  285 Stars:  3,
School:  Arkansas Year:  2012 Name:  D'Arthur Cowan Position:  WR City:  Olive Branch State:  MS Height:  74 Weight:  175 Stars:  3,School:  Connecticut Year:  2012 Name:  Casey Cochran Position:  QB City:  Monroe State:  CT Height:  73 Weight:  207 Stars:  3,
School:  Alabama Year:  2012 Name:  Dakota Ball Position:  DT City:  Lindale State:  GA Height:  74 Weight:  293 Stars:  3,School:  Connecticut Year:  2012 Name:  Jhavon Williams Position:  DB City:  Wellington State:  FL Height:  71 Weight:  180 Stars:  2,
School:  North Carolina Year:  2012 Name:  James Summers Position:  ATH City:  Greensboro State:  NC Height:  74 Weight:  200 Stars:  3,School:  Connecticut Year:  2012 Name:  Bobby Puyol Position:  K City:  West Palm Beach State:  FL Height:  72 Weight:  170 Stars:  2,
School:  Duke Year:  2012 Name:  Shaquille Powell Position:  APB City:  Las Vegas State:  NV Height:  70 Weight:  185 Stars:  3,School:  Connecticut Year:  2012 Name:  Brendan Battles Position:  DE City:  North Eastham State:  MA Height:  75 Weight:  250 Stars:  2,
School:  West Virginia Year:  2012 Name:  Tyler Orlosky Position:  OG City:  Lakewood State:  OH Height:  76 Weight:  290 Stars:  3,School:  Connecticut Year:  2012 Name:  Michael Ellis Marder Position:  DB City:  Orlando State:  FL Height:  73 Weight:  185 Stars:  2,
School:  Arkansas Year:  2012 Name:  Darius Philon Position:  DT City:  Mobile State:  AL Height:  74 Weight:  260 Stars:  3,School:  Connecticut Year:  2012 Name:  Elijah Norris Position:  LB City:  Washington State:  DC Height:  76 Weight:  217 Stars:  2,
School:  Georgia Year:  2012 Name:  Faton Bauta Position:  DUAL City:  Palm Beach Gardens State:  FL Height:  74 Weight:  222 Stars:  3,School:  Connecticut Year:  2012 Name:  Jason Sylva Position:  LB City:  Plymouth State:  MA Height:  74 Weight:  245 Stars:  3,
School:  Georgia Tech Year:  2012 Name:  D.J. White Position:  CB City:  McDonough State:  GA Height:  72 Weight:  180 Stars:  3,School:  Connecticut Year:  2012 Name:  Mikal Myers Position:  DT City:  Newburgh State:  NY Height:  72 Weight:  300 Stars:  3,
School:  Texas Tech Year:  2012 Name:  Trey Keenan Position:  OT City:  Argyle State:  TX Height:  77 Weight:  275 Stars:  3,School:  Connecticut Year:  2012 Name:  Jon Hicks Position:  LB City:  Palmyra State:  PA Height:  74 Weight:  235 Stars:  2,
School:  Tennessee Year:  2012 Name:  LaTroy Lewis Position:  WDE City:  Akron State:  OH Height:  76 Weight:  230 Stars:  3,School:  Connecticut Year:  2012 Name:  Obi Melifonwu Position:  DB City:  Grafton State:  MA Height:  76 Weight:  195 Stars:  3,
School:  Texas A&M Year:  2012 Name:  Tyrone Taylor Position:  WDE City:  Galena Park State:  TX Height:  77 Weight:  225 Stars:  3,School:  Connecticut Year:  2012 Name:  Tyler Samra Position:  OL City:  Ramsey State:  NJ Height:  76 Weight:  270 Stars:  2,
School:  Auburn Year:  2012 Name:  Darrion Hutcherson Position:  TE City:  Dadeville State:  AL Height:  79 Weight:  245 Stars:  3,School:  Duke Year:  2012 Name:  Keilin Rayner Position:  LB City:  Leland State:  NC Height:  75 Weight:  220 Stars:  3,
School:  West Virginia Year:  2012 Name:  Travares Copeland Position:  ATH City:  Port Saint Lucie State:  FL Height:  71 Weight:  180 Stars:  3,School:  Duke Year:  2012 Name:  Jela Duncan Position:  RB City:  Charlotte State:  NC Height:  70 Weight:  190 Stars:  3,
School:  Texas Year:  2012 Name:  Caleb Bluiett Position:  WDE City:  Beaumont State:  TX Height:  75 Weight:  245 Stars:  3,School:  Duke Year:  2012 Name:  Michael Mann Position:  DE City:  Highlands Ranch State:  CO Height:  77 Weight:  210 Stars:  2,
School:  South Carolina Year:  2012 Name:  Cody Waldrop Position:  OC City:  Seffner State:  FL Height:  75 Weight:  315 Stars:  3,School:  Duke Year:  2012 Name:  Devon Edwards Position:  DB City:  Covington State:  GA Height:  70 Weight:  185 Stars:  2,
School:  Georgia Year:  2012 Name:  Quayvon Hicks Position:  FB City:  Blackshear State:  GA Height:  74 Weight:  249 Stars:  3,School:  Duke Year:  2012 Name:  Corbin McCarthy Position:  DB City:  Norco State:  CA Height:  70 Weight:  201 Stars:  2,
School:  Ole Miss Year:  2012 Name:  Trae Elston Position:  S City:  Oxford State:  AL Height:  71 Weight:  180 Stars:  3,School:  Duke Year:  2012 Name:  Shaquille Powell Position:  RB City:  Las Vegas State:  NV Height:  69 Weight:  195 Stars:  4,
School:  Kentucky Year:  2012 Name:  Thomas Chapman Position:  DT City:  Louisville State:  KY Height:  76 Weight:  290 Stars:  3,School:  Duke Year:  2012 Name:  Anthony Nash Position:  WR City:  West Chester State:  PA Height:  77 Weight:  185 Stars:  2,
School:  Baylor Year:  2012 Name:  Kiante' Griffin Position:  WR City:  Carrollton State:  TX Height:  73 Weight:  205 Stars:  3,School:  Duke Year:  2012 Name:  Michael Westray Position:  DB City:  Waldorf State:  MD Height:  73 Weight:  191 Stars:  2,
School:  Boston College Year:  2012 Name:  Mike Strizak Position:  ILB City:  Ramsey State:  NJ Height:  75 Weight:  230 Stars:  3,School:  Duke Year:  2012 Name:  Thomas Sirk Position:  QB City:  Glen St. Mary State:  FL Height:  77 Weight:  210 Stars:  3,
School:  Auburn Year:  2012 Name:  T.J. Davis Position:  CB City:  Tallahassee State:  FL Height:  73 Weight:  172 Stars:  3,School:  Duke Year:  2012 Name:  A.J. Wolf Position:  DE City:  Tarrytown State:  NY Height:  76 Weight:  247 Stars:  2,
School:  Western Kentucky Year:  2012 Name:  Tyrone Pearson Position:  DT City:  Louisville State:  KY Height:  75 Weight:  285 Stars:  3,School:  Duke Year:  2012 Name:  Daniel Beilinson Position:  TE City:  Cary State:  NC Height:  77 Weight:  220 Stars:  3,
School:  Oregon State Year:  2012 Name:  Malik Gilmore Position:  WR City:  Lakewood State:  CA Height:  75 Weight:  200 Stars:  3,School:  Duke Year:  2012 Name:  Ross Martin Position:  K City:  Cuyahoga Falls State:  OH Height:  70 Weight:  185 Stars:  3,
School:  Notre Dame Year:  2012 Name:  Chris Brown Position:  ATH City:  Charleston State:  SC Height:  74 Weight:  170 Stars:  3,School:  Duke Year:  2012 Name:  Tanner Stone Position:  OL City:  Dallas State:  TX Height:  78 Weight:  255 Stars:  2,
School:  TCU Year:  2012 Name:  LaDarius Anthony Position:  RB City:  Kilgore State:  TX Height:  73 Weight:  184 Stars:  3,School:  Duke Year:  2012 Name:  Casey Blaser Position:  OL City:  Charlotte State:  NC Height:  77 Weight:  260 Stars:  2,
School:  South Carolina Year:  2012 Name:  Jordan Diggs Position:  S City:  Cape Coral State:  FL Height:  74 Weight:  190 Stars:  3,School:  Duke Year:  2012 Name:  Carlos Wray Position:  DE City:  Shelby State:  NC Height:  74 Weight:  250 Stars:  3,
School:  Missouri Year:  2012 Name:  Morgan Steward Position:  RB City:  Kansas City State:  MO Height:  71 Weight:  185 Stars:  3,School:  Duke Year:  2012 Name:  Max McCaffrey Position:  WR City:  Highlands Ranch State:  CO Height:  74 Weight:  180 Stars:  2,
School:  Arkansas Year:  2012 Name:  Deatrich Wise Jr. Position:  WDE City:  Carrollton State:  TX Height:  77 Weight:  230 Stars:  3,School:  Duke Year:  2012 Name:  Deion Williams Position:  LB City:  Orange State:  CA Height:  71 Weight:  205 Stars:  3,
School:  Houston Year:  2012 Name:  Donald Hopkins Position:  DT City:  Leander State:  TX Height:  74 Weight:  280 Stars:  3,School:  Duke Year:  2012 Name:  Dwayne Norman Position:  DB City:  Jacksonville State:  FL Height:  72 Weight:  180 Stars:  3,
School:  Clemson Year:  2012 Name:  Jay Guillermo Position:  OC City:  Maryville State:  TN Height:  75 Weight:  285 Stars:  3,School:  Duke Year:  2012 Name:  Allen Jackson Position:  DE City:  Owings Mills State:  MD Height:  77 Weight:  225 Stars:  3,
School:  Ohio State Year:  2012 Name:  Frank Epitropoulos Position:  WR City:  Columbus State:  OH Height:  75 Weight:  195 Stars:  3,School:  Duke Year:  2012 Name:  Erich Schneider Position:  TE City:  Jacksonville State:  FL Height:  78 Weight:  200 Stars:  3,
School:  Notre Dame Year:  2012 Name:  Romeo Okwara Position:  WDE City:  Charlotte State:  NC Height:  76 Weight:  230 Stars:  3,School:  East Carolina Year:  2012 Name:  Brendan Rowland Position:  K City:  Mission Viejo State:  CA Height:  74 Weight:  170 Stars:  0,
School:  Oregon State Year:  2012 Name:  Chris Brown Position:  RB City:  Fresno State:  CA Height:  71 Weight:  184 Stars:  3,School:  East Carolina Year:  2012 Name:  Vintavious Cooper Position:  QB City:  Summit State:  MS Height:  69 Weight:  190 Stars:  2,
School:  Texas Tech Year:  2012 Name:  Clayton Nicholas Position:  PRO City:  Abilene State:  TX Height:  75 Weight:  200 Stars:  3,School:  East Carolina Year:  2012 Name:  Drayvon Fairley Position:  DE City:  Red Springs State:  NC Height:  75 Weight:  207 Stars:  2,
School:  Arkansas Year:  2012 Name:  Donovan Roberts Position:  RB City:  Norman State:  OK Height:  72 Weight:  200 Stars:  3,School:  East Carolina Year:  2012 Name:  Keifer Neal Position:  OL City:  Huntington Beach State:  CA Height:  77 Weight:  310 Stars:  2,
School:  USC Year:  2012 Name:  Jahleel Pinner Position:  FB City:  Mission Viejo State:  CA Height:  71 Weight:  225 Stars:  3,School:  East Carolina Year:  2012 Name:  Jonathan McLaughlin Position:  OL City:  Mauldin State:  SC Height:  76 Weight:  288 Stars:  3,
School:  Colorado Year:  2012 Name:  Shane Dillon Position:  PRO City:  El Cajon State:  CA Height:  77 Weight:  187 Stars:  3,School:  East Carolina Year:  2012 Name:  Deshaun Amos Position:  ATH City:  Midlothian State:  VA Height:  73 Weight:  170 Stars:  2,
School:  Arizona State Year:  2012 Name:  Kisima Jagne Position:  WDE City:  Chandler State:  AZ Height:  77 Weight:  230 Stars:  3,School:  East Carolina Year:  2012 Name:  Lucas Thompson Position:  DB City:  Winter Garden State:  FL Height:  73 Weight:  185 Stars:  3,
School:  Georgia Year:  2012 Name:  Blake Tibbs Position:  WR City:  Lithonia State:  GA Height:  73 Weight:  170 Stars:  3,School:  East Carolina Year:  2012 Name:  Gabe Woullard Position:  LB City:  Woodland Hills State:  CA Height:  75 Weight:  230 Stars:  3,
School:  USC Year:  2012 Name:  Devian Shelton Position:  CB City:  Inglewood State:  CA Height:  74 Weight:  185 Stars:  3,School:  East Carolina Year:  2012 Name:  Godfrey Thompson Position:  DB City:  Raymond State:  MS Height:  72 Weight:  205 Stars:  3,
School:  Arkansas Year:  2012 Name:  A.J. Turner Position:  OLB City:  Lepanto State:  AR Height:  74 Weight:  208 Stars:  3,School:  East Carolina Year:  2012 Name:  Adonis Armstrong Position:  DB City:  Raymond State:  MS Height:  70 Weight:  180 Stars:  3,
School:  LSU Year:  2012 Name:  Dillon Gordon Position:  OT City:  New Orleans State:  LA Height:  76 Weight:  248 Stars:  3,School:  East Carolina Year:  2012 Name:  Ryan Revia Position:  OL City:  Roanoke State:  VA Height:  78 Weight:  302 Stars:  2,
School:  Stanford Year:  2012 Name:  Nathanael Lohn Position:  SDE City:  Kansas City State:  MO Height:  75 Weight:  260 Stars:  3,School:  East Carolina Year:  2012 Name:  Lance Ray Position:  WR City:  Senatobia State:  MS Height:  75 Weight:  205 Stars:  3,
School:  Georgia Year:  2012 Name:  Ty Flournoy-Smith Position:  TE City:  Moultrie State:  GA Height:  75 Weight:  215 Stars:  3,School:  East Carolina Year:  2012 Name:  Quandarious Crump Position:  LB City:  Lexington State:  NC Height:  75 Weight:  210 Stars:  3,
School:  Iowa Year:  2012 Name:  Maurice Fleming Position:  ATH City:  Chicago State:  IL Height:  73 Weight:  185 Stars:  3,School:  East Carolina Year:  2012 Name:  Colby Brown Position:  DB City:  Highland State:  KS Height:  70 Weight:  180 Stars:  3,
School:  North Carolina Year:  2012 Name:  Caleb Peterson Position:  OG City:  Auburn State:  AL Height:  76 Weight:  310 Stars:  3,School:  East Carolina Year:  2012 Name:  James Boyd Position:  OL City:  Fort Mill State:  SC Height:  76 Weight:  275 Stars:  2,
School:  Virginia Tech Year:  2012 Name:  Der'Woun Greene Position:  ATH City:  Portsmouth State:  VA Height:  70 Weight:  175 Stars:  3,School:  East Carolina Year:  2012 Name:  Dayon Pratt Position:  WR City:  Washington State:  DC Height:  76 Weight:  185 Stars:  2,
School:  Baylor Year:  2012 Name:  Kyle Fuller Position:  OT City:  Wylie State:  TX Height:  77 Weight:  275 Stars:  3,School:  East Carolina Year:  2012 Name:  Reece Speight Position:  DE City:  Wilson State:  NC Height:  74 Weight:  220 Stars:  2,
School:  Oregon Year:  2012 Name:  Brett Bafaro Position:  ILB City:  Portland State:  OR Height:  74 Weight:  220 Stars:  3,School:  East Carolina Year:  2012 Name:  Jabril Solomon Position:  DB City:  Hemingway State:  SC Height:  74 Weight:  178 Stars:  3,
School:  Ole Miss Year:  2012 Name:  Anthony Standifer Position:  CB City:  Crete State:  IL Height:  73 Weight:  180 Stars:  3,School:  East Carolina Year:  2012 Name:  Dre Scarborough Position:  LB City:  Beulaville State:  NC Height:  74 Weight:  200 Stars:  3,
School:  Alabama Year:  2012 Name:  Kurt Freitag Position:  TE City:  Buford State:  GA Height:  76 Weight:  245 Stars:  3,School:  East Carolina Year:  2012 Name:  Quataye Smyre Position:  ATH City:  Statesville State:  NC Height:  70 Weight:  165 Stars:  3,
School:  Duke Year:  2012 Name:  Jela Duncan Position:  RB City:  Charlotte State:  NC Height:  70 Weight:  200 Stars:  3,School:  Florida International Year:  2012 Name:  Raymond Jackson Position:  ATH City:  New Orleans State:  LA Height:  74 Weight:  215 Stars:  3,
School:  Arizona State Year:  2012 Name:  Richard Smith Position:  WR City:  Long Beach State:  CA Height:  69 Weight:  160 Stars:  3,School:  Florida International Year:  2012 Name:  Patrick Jean Position:  LB City:  Port St. Lucie State:  FL Height:  75 Weight:  200 Stars:  3,
School:  Ohio State Year:  2012 Name:  Ricquan Southward Position:  WR City:  Lakeland State:  FL Height:  74 Weight:  185 Stars:  3,School:  Florida International Year:  2012 Name:  Leroy Owens Position:  LB City:  Palatka State:  FL Height:  76 Weight:  200 Stars:  3,
School:  Notre Dame Year:  2012 Name:  Mark Harrell Position:  OT City:  Charlotte State:  NC Height:  77 Weight:  270 Stars:  3,School:  Florida International Year:  2012 Name:  Trenton Saunders Position:  OL City:  North Palm Beach State:  FL Height:  76 Weight:  280 Stars:  3,
School:  Miami Year:  2012 Name:  Dwayne Hoilett Position:  OLB City:  Vero Beach State:  FL Height:  75 Weight:  220 Stars:  3,School:  Florida International Year:  2012 Name:  Darrian Dyson Position:  DE City:  New Orleans State:  LA Height:  75 Weight:  290 Stars:  3,
School:  Georgia Tech Year:  2012 Name:  Pat Gamble Position:  DT City:  Carrollton State:  GA Height:  77 Weight:  260 Stars:  3,School:  Florida International Year:  2012 Name:  Leonard Washington Position:  DT City:  New Orleans State:  LA Height:  72 Weight:  280 Stars:  2,
School:  Stanford Year:  2012 Name:  Kodi Whitfield Position:  WR City:  Los Angeles State:  CA Height:  74 Weight:  195 Stars:  3,School:  Florida International Year:  2012 Name:  DeAndre Jasper Position:  WR City:  Miami State:  FL Height:  71 Weight:  180 Stars:  3,
School:  NC State Year:  2012 Name:  Bryce Kennedy Position:  OT City:  Southern Pines State:  NC Height:  75 Weight:  285 Stars:  3,School:  Florida International Year:  2012 Name:  Edens Sineace Position:  OL City:  Wellington State:  FL Height:  77 Weight:  334 Stars:  3,
School:  Virginia Year:  2012 Name:  Courtnye Wynn Position:  DT City:  Norfolk State:  VA Height:  78 Weight:  252 Stars:  3,School:  Florida International Year:  2012 Name:  Michael Wakefield Position:  DE City:  Valdosta State:  GA Height:  75 Weight:  230 Stars:  2,
School:  Indiana Year:  2012 Name:  Nate Sudfeld Position:  PRO City:  Modesto State:  CA Height:  77 Weight:  215 Stars:  3,School:  Florida International Year:  2012 Name:  Byran Attaway Position:  DE City:  Kingsland State:  GA Height:  76 Weight:  240 Stars:  3,
School:  Louisville Year:  2012 Name:  Devontre Parnell Position:  CB City:  Winnsboro State:  SC Height:  71 Weight:  170 Stars:  3,School:  Florida International Year:  2012 Name:  Deonte Wilson Position:  DB City:  Daytona Beach State:  FL Height:  71 Weight:  180 Stars:  3,
School:  TCU Year:  2012 Name:  Jordan Moore Position:  S City:  Lithonia State:  GA Height:  75 Weight:  208 Stars:  3,School:  Florida International Year:  2012 Name:  Johnnie Durante Position:  ATH City:  Miami State:  FL Height:  72 Weight:  180 Stars:  3,
School:  LSU Year:  2012 Name:  Trey Granier Position:  OLB City:  Thibodaux State:  LA Height:  73 Weight:  205 Stars:  3,School:  Florida International Year:  2012 Name:  Fadol Brown Position:  DE City:  Charlotte State:  NC Height:  76 Weight:  270 Stars:  2,
School:  Utah Year:  2012 Name:  Moana Ofahengaue Position:  OLB City:  Saratoga Springs State:  UT Height:  76 Weight:  200 Stars:  3,School:  Florida International Year:  2012 Name:  Jamie Willis Position:  LB City:  Fort Meade State:  FL Height:  74 Weight:  180 Stars:  3,
School:  East Carolina Year:  2012 Name:  Jabril Solomon Position:  WR City:  Hemingway State:  SC Height:  74 Weight:  180 Stars:  3,School:  Florida International Year:  2012 Name:  Jeremiah McKinnon Position:  DB City:  Miami State:  FL Height:  73 Weight:  175 Stars:  3,
School:  Ohio State Year:  2012 Name:  Tyvis Powell Position:  ATH City:  Bedford State:  OH Height:  76 Weight:  180 Stars:  3,School:  Florida International Year:  2012 Name:  Dieugot Joseph Position:  DE City:  Orlando State:  FL Height:  78 Weight:  230 Stars:  2,
School:  TCU Year:  2012 Name:  Joey Hunt Position:  OC City:  El Campo State:  TX Height:  75 Weight:  270 Stars:  3,School:  Florida International Year:  2012 Name:  Jordan Davis Position:  DB City:  Tampa State:  FL Height:  73 Weight:  193 Stars:  2,
School:  TCU Year:  2012 Name:  B.J. Catalon Position:  RB City:  Houston State:  TX Height:  67 Weight:  185 Stars:  3,School:  Florida International Year:  2012 Name:  Favian Upshaw Position:  ATH City:  Titusville State:  FL Height:  74 Weight:  175 Stars:  3,
School:  Cincinnati Year:  2012 Name:  Marcus Foster Position:  S City:  Troy State:  OH Height:  73 Weight:  190 Stars:  3,School:  Florida International Year:  2012 Name:  Josh Glanton Position:  LB City:  Haines City State:  FL Height:  74 Weight:  210 Stars:  2,
School:  Oklahoma State Year:  2012 Name:  Jeremiah Tshimanga Position:  OLB City:  North Richland Hills State:  TX Height:  76 Weight:  220 Stars:  3,School:  Florida International Year:  2012 Name:  Davison Colimon Position:  DB City:  Riviera Beach State:  FL Height:  73 Weight:  185 Stars:  2,
School:  Baylor Year:  2012 Name:  Kendall Ehrlich Position:  OLB City:  Pearland State:  TX Height:  73 Weight:  207 Stars:  3,School:  Florida International Year:  2012 Name:  Marques Cheeks Position:  DT City:  New Orleans State:  LA Height:  75 Weight:  270 Stars:  3,
School:  Missouri Year:  2012 Name:  Michael Scherer Position:  OLB City:  Saint Louis State:  MO Height:  74 Weight:  230 Stars:  3,School:  Florida International Year:  2012 Name:  Adrian Jenkins Position:  WR City:  Tampa State:  FL Height:  75 Weight:  195 Stars:  3,
School:  South Florida Year:  2012 Name:  James Hamilton Position:  OG City:  Orlando State:  FL Height:  76 Weight:  330 Stars:  3,School:  Florida International Year:  2012 Name:  Lamarq Caldwell Position:  RB City:  Tampa State:  FL Height:  72 Weight:  210 Stars:  2,
School:  Alabama Year:  2012 Name:  Brandon Hill Position:  OT City:  Collierville State:  TN Height:  78 Weight:  353 Stars:  3,School:  Florida International Year:  2012 Name:  Nick England Position:  WR City:  Suwanee State:  GA Height:  72 Weight:  170 Stars:  2,
School:  Colorado Year:  2012 Name:  Davien Payne Position:  FB City:  Perris State:  CA Height:  71 Weight:  214 Stars:  3,School:  Florida International Year:  2012 Name:  Jeremy Smith Position:  WR City:  Pembroke Pines State:  FL Height:  69 Weight:  162 Stars:  3,
School:  TCU Year:  2012 Name:  A.J. Hilliard Position:  OLB City:  Spring State:  TX Height:  74 Weight:  215 Stars:  3,School:  Florida International Year:  2012 Name:  Chris Ayers Position:  K City:  Hollywood State:  FL Height:  72 Weight:  160 Stars:  2,
School:  Rutgers Year:  2012 Name:  Julian Pinnix-Odrick Position:  SDE City:  Montclair State:  NJ Height:  76 Weight:  245 Stars:  3,School:  Florida International Year:  2012 Name:  Delmar Taylor Position:  OL City:  Corsicana State:  TX Height:  76 Weight:  285 Stars:  3,
School:  West Virginia Year:  2012 Name:  Will Johnson Position:  TE City:  Osseo State:  MN Height:  79 Weight:  245 Stars:  3,School:  Florida International Year:  2012 Name:  Denzel Conyers Position:  DB City:  Gulfport State:  FL Height:  74 Weight:  184 Stars:  3,
School:  California Year:  2012 Name:  Christian Okafor Position:  OT City:  Houston State:  TX Height:  78 Weight:  310 Stars:  3,School:  Florida International Year:  2012 Name:  E.J. Hilliard Position:  QB City:  Miami State:  FL Height:  75 Weight:  175 Stars:  3,
School:  UCLA Year:  2012 Name:  Simon Goines Position:  OT City:  Fort Worth State:  TX Height:  80 Weight:  295 Stars:  3,School:  Florida Year:  2012 Name:  Raphael Andrades Position:  WR City:  Tallahassee State:  FL Height:  72 Weight:  190 Stars:  3,
School:  Florida Year:  2012 Name:  Alex McCalister Position:  WDE City:  Clemmons State:  NC Height:  79 Weight:  210 Stars:  3,School:  Florida Year:  2012 Name:  Dante Fowler Jr. Position:  DE City:  St. Petersburg State:  FL Height:  75 Weight:  232 Stars:  5,
School:  Nebraska Year:  2012 Name:  Vincent Valentine Position:  DT City:  Edwardsville State:  IL Height:  76 Weight:  313 Stars:  3,School:  Florida Year:  2012 Name:  Skyler Mornhinweg Position:  QB City:  Philadelphia State:  PA Height:  75 Weight:  215 Stars:  3,
School:  North Carolina Year:  2012 Name:  Shakeel Rashad Position:  OLB City:  Jacksonville State:  FL Height:  74 Weight:  215 Stars:  3,School:  Florida Year:  2012 Name:  Alex McCalister Position:  DE City:  Clemmons State:  NC Height:  79 Weight:  212 Stars:  3,
School:  Kentucky Year:  2012 Name:  Justin Taylor Position:  RB City:  Atlanta State:  GA Height:  71 Weight:  200 Stars:  3,School:  Florida Year:  2012 Name:  Bryan Cox Jr. Position:  DE City:  Fort Lauderdale State:  FL Height:  75 Weight:  240 Stars:  3,
School:  Arizona Year:  2012 Name:  Kyle Kelley Position:  WDE City:  Irvine State:  CA Height:  75 Weight:  230 Stars:  3,School:  Florida Year:  2012 Name:  Jonathan Bullard Position:  DE City:  Shelby State:  NC Height:  76 Weight:  255 Stars:  5,
School:  Notre Dame Year:  2012 Name:  Nicky Baratti Position:  ATH City:  Spring State:  TX Height:  74 Weight:  215 Stars:  3,School:  Florida Year:  2012 Name:  Damien Jacobs Position:  DT City:  Scooba State:  MS Height:  76 Weight:  290 Stars:  4,
School:  West Virginia Year:  2012 Name:  Karl Joseph Position:  S City:  Orlando State:  FL Height:  71 Weight:  190 Stars:  3,School:  Florida Year:  2012 Name:  Kent Taylor Position:  TE City:  Land OLakes State:  FL Height:  77 Weight:  220 Stars:  4,
School:  Boston College Year:  2012 Name:  Frank Taylor Position:  OG City:  Warminster State:  PA Height:  75 Weight:  275 Stars:  3,School:  Florida Year:  2012 Name:  D.J. Humphries Position:  OL City:  Charlotte State:  NC Height:  77 Weight:  265 Stars:  5,
School:  Vanderbilt Year:  2012 Name:  Jacob Sealand Position:  ILB City:  Tucker State:  GA Height:  74 Weight:  210 Stars:  3,School:  Florida Year:  2012 Name:  Antonio Morrison Position:  LB City:  Bolingbrook State:  IL Height:  75 Weight:  220 Stars:  4,
School:  Illinois Year:  2012 Name:  Joe Spencer Position:  OC City:  Mason State:  OH Height:  75 Weight:  280 Stars:  3,School:  Florida Year:  2012 Name:  Marcus Maye Position:  DB City:  Melbourne State:  FL Height:  73 Weight:  195 Stars:  4,
School:  Oklahoma State Year:  2012 Name:  Eric Davis Position:  WDE City:  Tyler State:  TX Height:  75 Weight:  230 Stars:  3,School:  Florida Year:  2012 Name:  Rhaheim Ledbetter Position:  DB City:  Boiling Springs State:  NC Height:  71 Weight:  190 Stars:  3,
School:  Ole Miss Year:  2012 Name:  Jaylen Walton Position:  APB City:  Memphis State:  TN Height:  68 Weight:  170 Stars:  3,School:  Florida Year:  2012 Name:  Austin Hardin Position:  K City:  Atlanta State:  GA Height:  71 Weight:  200 Stars:  2,
School:  Ohio State Year:  2012 Name:  Blake Thomas Position:  TE City:  Cleveland State:  OH Height:  76 Weight:  240 Stars:  3,School:  Florida Year:  2012 Name:  Brian Poole Position:  DB City:  Bradenton State:  FL Height:  71 Weight:  187 Stars:  4,
School:  Minnesota Year:  2012 Name:  Andre McDonald Position:  WR City:  Hopkins State:  MN Height:  75 Weight:  195 Stars:  3,School:  Florida Year:  2012 Name:  Colin Thompson Position:  TE City:  Warminster State:  PA Height:  77 Weight:  255 Stars:  4,
School:  Arizona Year:  2012 Name:  Cayman Bundage Position:  OG City:  Oklahoma City State:  OK Height:  74 Weight:  305 Stars:  3,School:  Florida Year:  2012 Name:  Willie Bailey Position:  DB City:  Hallandale State:  FL Height:  73 Weight:  165 Stars:  3,
School:  Rutgers Year:  2012 Name:  Ruhann Peele Position:  WR City:  Linden State:  NJ Height:  73 Weight:  170 Stars:  3,School:  Florida Year:  2012 Name:  Quinteze Williams Position:  DE City:  Tyrone State:  GA Height:  76 Weight:  295 Stars:  3,
School:  Oregon Year:  2012 Name:  Stephen Amoako Position:  CB City:  Arlington State:  TX Height:  72 Weight:  190 Stars:  3,School:  Florida Year:  2012 Name:  JaFar Mann Position:  DT City:  Stone Mountain State:  GA Height:  76 Weight:  275 Stars:  3,
School:  Oklahoma Year:  2012 Name:  Zack Sanchez Position:  CB City:  Keller State:  TX Height:  72 Weight:  175 Stars:  3,School:  Florida Year:  2012 Name:  Jessamen Dunker Position:  OL City:  Boynton Beach State:  FL Height:  78 Weight:  315 Stars:  4,
School:  UCLA Year:  2012 Name:  Kene Orjioke Position:  S City:  Marietta State:  GA Height:  75 Weight:  213 Stars:  3,School:  Florida Year:  2012 Name:  Jeremi Powell Position:  LB City:  Largo State:  FL Height:  74 Weight:  200 Stars:  4,
School:  Virginia Tech Year:  2012 Name:  Chris Mangus Position:  RB City:  Raleigh State:  NC Height:  71 Weight:  175 Stars:  3,School:  Florida Year:  2012 Name:  Matt Jones Position:  RB City:  Seffner State:  FL Height:  75 Weight:  225 Stars:  4,
School:  South Carolina Year:  2012 Name:  Brendan Nosovitch Position:  DUAL City:  Allentown State:  PA Height:  74 Weight:  200 Stars:  3,School:  Florida Year:  2012 Name:  Latroy Pittman Position:  WR City:  Citra State:  FL Height:  73 Weight:  190 Stars:  4,
School:  Texas Year:  2012 Name:  Alex De La Torre Position:  OLB City:  Denton State:  TX Height:  72 Weight:  223 Stars:  3,School:  Florida State Year:  2012 Name:  Jameis Winston Position:  QB City:  Hueytown State:  AL Height:  76 Weight:  200 Stars:  5,
School:  Kansas Year:  2012 Name:  Schyler Miles Position:  ILB City:  Tampa State:  FL Height:  74 Weight:  220 Stars:  3,School:  Florida State Year:  2012 Name:  Eddie Goldman Position:  DT City:  Washington State:  DC Height:  76 Weight:  307 Stars:  5,
School:  TCU Year:  2012 Name:  Terrell Lathan Position:  WDE City:  West Monroe State:  LA Height:  76 Weight:  259 Stars:  3,School:  Florida State Year:  2012 Name:  Reggie Northrup Position:  LB City:  Jacksonville State:  FL Height:  74 Weight:  218 Stars:  4,
